cement_co2,co2,coal_co2,gas_co2,oil_co2,share_global_co2
0.431,6.971,0.0,0.0,6.54,0.024
0.427,7.524,0.0,0.0,7.097,0.025
0.421,7.35,0.0,0.0,6.929,0.023
0.732,7.335,0.0,0.0,6.603,0.023
0.664,8.461,0.0,0.0,7.797,0.027
0.586,9.072,0.0,0.0,8.486,0.027
0.69,9.953,0.63,0.0,8.633,0.029
0.898,9.768,0.857,0.0,8.013,0.028
0.921,10.513,0.905,0.0,8.687,0.03
0.849,10.855,0.934,0.0,9.072,0.031
0.764,10.788,0.938,0.0,9.087,0.03
0.737,10.439,0.832,0.0,8.871,0.029
0.744,11.223,0.231,0.0,10.248,0.031
0.636,10.756,0.582,0.502,9.036,0.029
0.531,13.381,2.382,1.557,8.911,0.036
0.292,10.324,2.561,0.802,6.668,0.029
0.318,11.708,2.988,0.802,7.599,0.032
0.318,11.9,2.134,1.605,7.843,0.032
0.0,0.194,0.0,0.007,0.187,
0.0,0.198,0.0,0.007,0.191,
0.0,0.191,0.0,0.007,0.183,
0.0,0.103,0.0,0.007,0.096,
0.0,0.084,0.0,0.004,0.081,
0.0,0.081,0.0,0.004,0.077,
0.0,0.106,0.0,0.004,0.103,
0.0,0.154,0.0,0.004,0.15,
0.0,0.194,0.0,0.004,0.191,
0.0,0.308,0.0,0.004,0.304,
0.0,0.267,0.0,0.0,0.267,
0.0,0.242,0.0,0.0,0.242,
0.0,0.271,0.0,0.0,0.271,
0.0,0.557,0.0,0.0,0.557,
0.0,0.791,0.0,0.0,0.791,
0.0,0.597,0.0,0.0,0.597,
0.0,0.451,0.0,0.0,0.451,
0.0,0.454,0.0,0.0,0.454,
0.0,0.583,0.0,0.0,0.583,
0.0,0.333,0.0,0.0,0.333,
0.0,0.476,0.0,0.0,0.476,
0.0,0.48,0.0,0.0,0.48,
0.0,0.707,0.0,0.0,0.707,
0.0,0.729,0.0,0.0,0.729,
0.0,0.832,0.0,0.0,0.832,
0.0,1.114,0.0,0.0,1.114,
0.0,1.019,0.0,0.0,1.019,
0.0,1.132,0.0,0.0,1.132,
0.0,1.088,0.0,0.0,1.088,
0.0,1.026,0.0,0.0,1.026,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.055,0.0,0.0,0.055,0.001
0.0,0.062,0.0,0.0,0.062,0.001
0.0,0.084,0.0,0.0,0.084,0.001
0.0,0.095,0.0,0.0,0.095,0.001
0.0,0.095,0.0,0.0,0.095,0.001
0.0,0.128,0.0,0.0,0.128,0.002
0.0,0.128,0.0,0.0,0.128,0.002
0.0,0.147,0.0,0.0,0.147,0.002
0.0,0.147,0.0,0.0,0.147,0.002
0.0,0.161,0.0,0.0,0.161,0.002
0.0,0.18,0.0,0.0,0.18,0.002
0.0,0.202,0.0,0.0,0.202,0.002
0.0,0.198,0.0,0.0,0.198,0.002
0.0,0.256,0.0,0.0,0.256,0.002
0.0,0.267,0.0,0.0,0.267,0.002
0.0,0.304,0.0,0.0,0.304,0.003
0.0,0.341,0.0,0.0,0.341,0.003
0.0,0.436,0.0,0.0,0.436,0.004
0.0,0.502,0.0,0.0,0.502,0.004
0.0,0.557,0.0,0.0,0.557,0.004
0.0,0.692,0.0,0.0,0.692,0.005
0.0,0.824,0.0,0.0,0.824,0.005
0.0,1.268,0.0,0.0,1.268,0.008
0.0,1.345,0.0,0.0,1.345,0.008
0.0,1.587,0.0,0.0,1.587,0.009
0.0,1.532,0.0,0.0,1.532,0.009
0.0,1.572,0.0,0.0,1.572,0.009
0.0,1.579,0.0,0.0,1.579,0.009
0.0,1.674,0.0,0.0,1.674,0.009
0.0,1.795,0.0,0.0,1.795,0.009
0.0,1.828,0.0,0.0,1.828,0.009
0.0,1.931,0.0,0.0,1.931,0.01
0.0,1.946,0.0,0.0,1.946,0.01
0.0,2.008,0.0,0.0,2.008,0.011
0.0,2.045,0.0,0.0,2.045,0.01
0.0,2.125,0.004,0.0,2.121,0.01
0.0,2.063,0.004,0.0,2.059,0.01
0.0,2.334,0.004,0.0,2.33,0.011
0.0,2.198,0.004,0.0,2.195,0.01
0.0,2.034,0.004,0.0,2.03,0.009
0.0,2.154,0.004,0.15,2.001,0.009
0.0,2.169,0.004,0.15,2.015,0.009
0.0,2.191,0.004,0.15,2.037,0.01
0.0,2.191,0.004,0.154,2.034,0.01
0.0,2.186,0.004,0.165,2.012,0.009
0.0,2.059,0.004,0.191,1.865,0.009
0.0,2.19,0.004,0.267,1.916,0.009
0.0,2.615,0.004,0.227,2.345,0.011
0.0,3.533,0.004,0.264,2.594,0.015
0.0,2.552,0.0,0.234,2.209,0.01
0.0,2.938,0.0,0.245,2.418,0.012
0.0,3.336,0.0,0.297,2.909,0.013
0.0,3.662,0.0,0.297,3.188,0.014
0.0,4.057,0.0,0.275,3.668,0.015
0.0,4.694,0.0,0.253,4.232,0.016
0.0,4.98,0.0,0.293,4.089,0.017
0.0,5.051,0.0,0.278,4.027,0.017
0.0,6.581,0.0,0.26,5.855,0.021
0.0,5.545,0.0,0.29,4.503,0.017
0.0,5.265,0.0,0.3,4.789,0.017
0.0,4.715,0.0,0.289,4.371,0.014
0.0,5.298,0.0,0.304,4.921,0.015
0.0,5.069,0.0,0.26,4.716,0.015
0.0,5.43,0.0,0.26,5.071,0.015
0.0,6.66,0.0,0.645,5.467,0.019
0.0,6.639,0.0,0.949,5.551,0.019
0.0,7.035,0.0,1.081,5.778,0.02
0.0,6.66,0.0,1.125,5.441,0.018
0.0,7.607,0.0,0.861,6.658,0.021
0.0,7.817,0.0,1.004,6.749,0.021
0.0,7.724,0.0,1.931,5.69,0.022
0.0,7.946,0.0,1.885,5.938,0.022
0.0,7.823,0.0,1.793,5.871,0.021
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
0.0,0.062,0.0,0.0,0.062,0.001
0.0,0.048,0.0,0.0,0.048,0.001
0.004,0.103,0.0,0.0,0.099,0.002
0.0,0.121,0.0,0.0,0.121,0.002
0.004,0.183,0.0,0.0,0.18,0.003
0.007,0.19,0.0,0.0,0.183,0.003
0.007,0.198,0.0,0.0,0.191,0.002
0.007,0.212,0.0,0.0,0.205,0.003
0.004,0.242,0.0,0.0,0.238,0.003
0.007,0.304,0.0,0.0,0.297,0.003
0.007,0.304,0.0,0.0,0.297,0.003
0.007,0.363,0.0,0.0,0.355,0.004
0.007,0.392,0.0,0.0,0.385,0.004
0.007,0.41,0.0,0.0,0.403,0.004
0.011,0.432,0.0,0.0,0.421,0.004
0.015,0.549,0.0,0.0,0.535,0.005
0.015,0.513,0.0,0.0,0.498,0.004
0.007,0.487,0.0,0.0,0.48,0.004
0.011,0.59,0.0,0.0,0.579,0.005
0.018,0.52,0.0,0.0,0.502,0.004
0.044,0.743,0.0,0.0,0.7,0.005
0.029,0.633,0.0,0.0,0.605,0.004
0.036,0.714,0.0,0.0,0.678,0.004
0.036,0.867,0.0,0.0,0.832,0.005
0.05,0.951,0.0,0.0,0.901,0.006
0.067,0.836,0.0,0.0,0.769,0.005
0.074,1.03,0.0,0.0,0.956,0.006
0.094,1.153,0.0,0.0,1.059,0.006
0.08,1.454,0.0,0.0,1.374,0.008
0.072,1.325,0.0,0.0,1.253,0.007
0.082,1.485,0.0,0.0,1.403,0.008
0.071,1.383,0.0,0.0,1.312,0.007
0.051,1.362,0.0,0.0,1.312,0.007
0.071,1.408,0.0,0.0,1.337,0.007
0.05,1.49,0.0,0.0,1.44,0.008
0.02,1.548,0.0,0.0,1.528,0.008
0.079,1.655,0.0,0.0,1.576,0.008
0.118,1.877,0.0,0.0,1.759,0.009
0.143,2.144,0.0,0.0,2.001,0.01
0.142,2.223,0.0,0.0,2.081,0.01
0.142,2.136,0.0,0.0,1.993,0.009
0.136,2.103,0.0,0.0,1.968,0.009
0.22,2.58,0.0,0.0,2.36,0.011
0.21,2.914,0.0,0.0,2.704,0.013
0.264,3.404,0.0,0.0,3.14,0.015
0.291,3.937,0.0,0.0,3.646,0.017
0.275,3.719,0.0,0.0,3.444,0.015
0.273,4.128,0.0,0.0,3.855,0.017
0.247,4.384,0.0,0.0,4.137,0.018
0.239,4.376,0.0,0.0,4.137,0.018
0.243,3.606,0.0,0.0,3.364,0.014
0.2,3.696,0.0,0.0,3.495,0.014
0.186,3.857,0.0,0.0,3.671,0.015
0.225,4.031,0.0,0.0,3.807,0.015
0.21,4.061,0.0,0.0,3.851,0.014
0.226,3.78,0.0,0.0,3.554,0.013
0.226,3.909,0.0,0.0,3.682,0.013
0.209,4.042,0.0,0.0,3.833,0.013
0.229,4.278,0.0,0.0,4.049,0.013
0.274,4.531,0.0,0.0,4.258,0.014
0.251,5.022,0.0,0.0,4.771,0.015
0.205,5.199,0.004,0.0,4.99,0.015
0.293,5.173,0.004,0.0,4.877,0.015
0.222,5.172,0.0,0.0,4.95,0.015
0.259,5.458,0.0,0.0,5.199,0.015
0.35,6.048,0.011,0.0,5.687,0.017
0.39,7.193,0.004,0.0,6.8,0.02
0.267,7.932,0.004,0.0,7.661,0.022
0.296,8.401,0.011,0.0,8.094,0.023
0.296,8.137,0.004,0.0,7.837,0.022
0.269,7.366,0.004,0.0,7.094,0.021
0.296,9.264,0.004,0.0,8.965,0.025
0.296,9.018,0.004,0.0,8.718,0.024
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,0.004,0.0,0.0,0.004,0.0
,0.004,0.0,0.0,0.004,0.0
,0.007,0.0,0.0,0.007,0.001
,0.007,0.0,0.0,0.007,0.001
,0.007,0.0,0.0,0.007,0.001
,0.007,0.0,0.0,0.007,0.001
,0.011,0.0,0.0,0.011,0.001
,0.048,0.0,0.0,0.048,0.003
,0.066,0.0,0.0,0.066,0.005
,0.048,0.0,0.0,0.048,0.004
,0.04,0.0,0.0,0.04,0.003
,0.04,0.0,0.0,0.04,0.003
,0.04,0.0,0.0,0.04,0.003
,0.04,0.0,0.0,0.04,0.003
,0.088,0.026,0.0,0.062,0.005
,0.161,0.077,0.0,0.084,0.009
,0.245,0.128,0.0,0.117,0.013
,0.238,0.119,0.0,0.119,0.012
,0.099,0.0,0.0,0.099,0.005
,0.213,0.099,0.0,0.114,0.009
,0.278,0.158,0.0,0.121,0.012
,0.352,0.198,0.0,0.154,0.014
,0.429,0.213,0.0,0.216,0.017
,0.799,0.492,0.0,0.306,0.028
,1.213,0.827,0.0,0.386,0.044
,1.51,0.934,0.0,0.575,0.052
,1.33,0.813,0.0,0.517,0.044
,1.506,0.909,0.0,0.597,0.049
,1.458,0.74,0.0,0.718,0.045
,1.572,0.725,0.0,0.846,0.045
,1.543,0.755,0.0,0.788,0.049
,1.887,0.773,0.0,1.114,0.06
,1.964,0.846,0.0,1.118,0.058
,2.004,0.938,0.0,1.066,0.057
,1.946,0.92,0.0,1.026,0.056
,1.982,0.912,0.0,1.07,0.065
,2.147,1.004,0.0,1.143,0.061
,2.448,0.949,0.0,1.499,0.079
,2.953,0.802,0.0,2.151,0.091
,2.979,0.671,0.0,2.308,0.081
,3.616,0.41,0.0,3.206,0.098
,4.785,0.271,0.773,3.741,0.128
,4.734,0.454,0.0,4.28,0.129
,4.683,0.429,0.0,4.254,0.117
0.025,5.379,0.472,0.0,4.881,0.135
0.025,7.082,0.586,1.022,5.449,0.166
0.011,5.624,0.535,0.0,5.078,0.143
0.015,4.499,0.374,0.0,4.111,0.128
0.011,4.107,0.07,0.0,4.027,0.129
0.015,6.661,0.081,1.165,5.401,0.199
0.022,6.749,0.092,0.0,6.635,0.186
0.029,7.167,0.227,0.0,6.91,0.188
0.036,7.405,0.238,0.0,7.13,0.177
0.04,8.801,0.264,1.443,7.054,0.197
0.051,8.005,0.198,1.326,6.431,0.19
0.058,5.851,0.286,0.0,5.507,0.131
0.062,5.298,0.3,0.0,4.935,0.109
0.084,5.25,0.311,0.0,4.855,0.106
0.094,6.041,0.396,0.0,5.551,0.122
0.102,6.576,0.495,0.0,5.979,0.13
0.124,6.455,0.458,0.0,5.873,0.126
0.131,6.268,0.535,0.0,5.603,0.147
0.127,5.766,0.612,0.0,5.027,0.124
0.127,5.909,0.572,0.0,5.21,0.115
0.138,6.385,0.502,0.0,5.745,0.118
0.142,6.631,0.451,0.0,6.038,0.128
0.163,4.542,0.326,0.124,3.928,0.077
0.178,4.773,0.352,0.125,4.118,0.075
0.182,5.187,0.443,0.124,4.438,0.08
0.222,5.513,0.41,0.125,4.756,0.083
0.24,6.234,0.439,0.125,5.431,0.092
0.269,6.124,0.322,0.125,5.408,0.082
0.273,6.311,0.33,0.125,5.584,0.08
0.269,6.674,0.271,0.125,6.009,0.082
0.298,7.373,0.55,0.125,6.401,0.088
0.287,7.216,0.341,0.125,6.463,0.081
0.298,8.165,0.352,0.125,7.391,0.087
0.294,8.634,0.432,0.125,7.782,0.092
0.345,9.96,0.407,0.125,9.083,0.102
0.374,10.223,0.319,0.139,9.391,0.1
0.403,12.253,0.337,0.66,10.853,0.113
0.502,11.952,0.297,0.623,10.53,0.106
0.527,13.241,0.377,0.652,11.685,0.112
0.538,13.64,0.421,0.601,12.08,0.111
0.549,14.487,0.421,0.689,12.828,0.112
0.563,15.285,0.747,0.707,13.268,0.111
0.56,17.766,0.465,0.726,14.402,0.119
0.714,18.591,0.48,0.722,15.396,0.12
0.799,18.148,0.432,0.703,14.901,0.112
1.157,19.723,0.583,0.696,15.85,0.115
0.931,21.325,0.586,0.726,17.392,0.125
0.929,21.927,0.714,0.938,18.159,0.129
0.955,22.4,0.476,1.041,18.558,0.125
0.934,23.296,0.561,0.956,19.383,0.126
0.978,22.413,0.476,0.997,18.73,0.118
1.157,22.217,0.524,0.923,18.554,0.113
1.044,24.065,0.524,1.026,20.698,0.124
1.478,24.027,0.539,1.205,20.23,0.126
1.239,23.6,0.594,1.297,20.071,0.125
0.937,20.393,0.48,0.945,17.565,0.107
0.927,20.632,0.381,1.161,17.807,0.105
0.834,19.455,0.703,1.187,16.397,0.096
1.044,21.775,0.663,1.341,18.349,0.106
1.222,25.694,0.601,1.26,22.116,0.121
1.184,25.018,0.974,1.202,21.219,0.113
0.987,21.762,0.689,1.077,18.554,0.097
1.025,21.401,0.542,1.308,18.144,0.094
1.027,20.758,0.967,1.183,17.236,0.089
0.973,20.986,1.048,1.268,17.697,0.093
1.161,23.885,1.579,1.334,19.811,0.105
1.471,24.177,1.246,1.392,19.65,0.105
1.751,25.143,1.393,0.945,20.58,0.107
1.771,24.717,1.315,1.022,20.115,0.102
1.974,27.747,1.264,0.788,23.259,0.114
1.987,28.062,1.466,1.092,23.065,0.115
1.734,29.562,1.411,1.48,24.549,0.119
1.778,28.678,1.971,1.396,23.167,0.112
1.806,25.416,2.059,1.048,20.185,0.099
1.827,25.439,2.796,1.147,19.364,0.097
1.845,24.676,2.766,1.268,18.445,0.089
2.132,28.334,3.25,1.982,20.698,0.099
2.376,30.321,3.419,3.346,20.953,0.102
2.612,28.197,2.869,3.829,18.727,0.092
2.73,34.306,3.605,5.346,22.501,0.109
2.939,35.299,3.389,7.431,21.423,0.11
3.33,39.511,3.056,9.386,23.664,0.125
3.338,42.505,3.301,12.579,23.193,0.128
3.3,42.173,3.129,11.666,23.911,0.122
3.731,45.509,2.898,12.945,25.696,0.13
4.257,43.024,3.371,11.864,23.274,0.122
4.59,49.388,3.048,16.532,24.849,0.139
4.476,49.228,3.089,16.245,24.994,0.139
4.34,52.733,3.213,17.089,27.861,0.149
4.291,54.859,2.81,14.457,33.124,0.152
4.32,55.848,2.506,14.95,33.891,0.152
4.546,58.365,2.572,15.678,35.457,0.158
3.93,46.965,1.876,13.172,27.832,0.134
5.527,56.47,1.876,14.692,34.254,0.153
5.527,60.921,2.814,17.732,34.701,0.164
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,0.007,0.007,0.0,0.0,0.0
,0.018,0.018,0.0,0.0,0.001
,0.055,0.055,0.0,0.0,0.002
,0.051,0.051,0.0,0.0,0.002
,0.037,0.037,0.0,0.0,0.001
,0.004,0.004,0.0,0.0,0.0
,0.007,0.007,0.0,0.0,0.0
,0.018,0.018,0.0,0.0,0.001
,0.055,0.055,0.0,0.0,0.002
,0.051,0.051,0.0,0.0,0.002
,0.011,0.011,0.0,0.0,0.0
,0.029,0.029,0.0,0.0,0.001
,0.059,0.059,0.0,0.0,0.002
,0.103,0.103,0.0,0.0,0.003
,0.07,0.07,0.0,0.0,0.002
,0.077,0.077,0.0,0.0,0.002
,0.077,0.077,0.0,0.0,0.002
,0.084,0.084,0.0,0.0,0.002
,0.084,0.084,0.0,0.0,0.002
,0.051,0.051,0.0,0.0,0.001
,0.04,0.04,0.0,0.0,0.001
0.033,0.08,0.048,0.0,0.0,0.002
0.038,0.069,0.031,0.0,0.0,0.002
0.051,0.088,0.037,0.0,0.0,0.002
0.047,0.08,0.033,0.0,0.0,0.002
0.056,0.087,0.032,0.0,0.0,0.003
0.047,0.077,0.029,0.0,0.0,0.002
0.047,0.088,0.04,0.0,0.0,0.002
0.055,0.098,0.044,0.0,0.0,0.003
0.065,0.12,0.055,0.0,0.0,0.003
0.073,0.12,0.048,0.0,0.0,0.003
0.084,0.157,0.073,0.0,0.0,0.004
0.0,0.084,0.084,0.0,0.0,0.002
0.0,0.114,0.114,0.0,0.0,0.002
0.091,0.091,0.0,0.0,0.0,0.002
,,,,,
,,,,,
,,,,,
0.015,0.015,0.0,0.0,0.0,0.0
0.029,0.113,0.084,0.0,0.0,0.002
0.065,0.197,0.132,0.0,0.0,0.004
0.058,0.216,0.158,0.0,0.0,0.004
0.098,0.318,0.22,0.0,0.0,0.006
0.145,3.604,0.183,0.0,3.276,0.061
0.153,3.553,0.172,0.0,3.228,0.056
0.153,4.051,0.147,0.0,3.752,0.063
0.145,4.033,0.176,0.0,3.712,0.061
